b1,1CC rate,2CC rate,Game 1 rate,C rate,CoopSPE rate,strat,strat_space,transition
1.0,0.006266893399782358,0.016137137941867084,0.47467754140579554,0.06633777576985646,0.0,S_08_Unilateral_Dictator,S_08,Unilateral_Dictator
1.1400000000000001,0.012809197551269016,0.014841034893334416,0.498671338686781,0.06924386547477739,0.0,S_08_Unilateral_Dictator,S_08,Unilateral_Dictator
1.2800000000000002,0.016050439802350235,0.012952939952214271,0.49227363416364767,0.06704974453873504,0.0,S_08_Unilateral_Dictator,S_08,Unilateral_Dictator
1.4200000000000004,0.02207093309742809,0.011761675411978246,0.5272513738349545,0.07066534241953783,0.0,S_08_Unilateral_Dictator,S_08,Unilateral_Dictator
1.5600000000000005,0.029095132261251853,0.010825967650570879,0.532993441575778,0.07713231534172807,0.0,S_08_Unilateral_Dictator,S_08,Unilateral_Dictator
1.7000000000000006,0.06815555882371346,0.008900565122276707,0.5654466512420935,0.11222005315331968,0.0,S_08_Unilateral_Dictator,S_08,Unilateral_Dictator
1.8400000000000007,0.18230856439909635,0.007956236997816207,0.6314151831456294,0.21979383797597443,0.0,S_08_Unilateral_Dictator,S_08,Unilateral_Dictator
1.9800000000000009,0.6224815641828455,0.005264434115508371,0.8276690855453169,0.6438344589007945,0.0,S_08_Unilateral_Dictator,S_08,Unilateral_Dictator
2.120000000000001,0.71340731897544,0.004844953234920109,0.8804954090909491,0.7300170794509696,0.0,S_08_Unilateral_Dictator,S_08,Unilateral_Dictator
2.260000000000001,0.8340793316886438,0.0034543963441541763,0.9349961896354968,0.8440983983896168,0.0,S_08_Unilateral_Dictator,S_08,Unilateral_Dictator
2.4000000000000012,0.9477721930820502,0.0024753265606799694,0.9771110617093353,0.9530741869883523,0.0,S_08_Unilateral_Dictator,S_08,Unilateral_Dictator
2.5400000000000014,0.9722695743049006,0.0018806372367440958,0.9878129137031806,0.9759614528082151,0.0,S_08_Unilateral_Dictator,S_08,Unilateral_Dictator
2.6800000000000015,0.9902008727352044,0.0020187808713489656,0.9955403034211023,0.9933650661995437,0.0,S_08_Unilateral_Dictator,S_08,Unilateral_Dictator
2.8200000000000016,0.9939561208639791,0.0018994981831103963,0.9970020435735326,0.9968586030676692,0.0,S_08_Unilateral_Dictator,S_08,Unilateral_Dictator
2.9600000000000017,0.9937533612582425,0.0018295447265427346,0.9968422105800727,0.9966033200728364,0.0,S_08_Unilateral_Dictator,S_08,Unilateral_Dictator
3.100000000000002,0.992586473609739,0.001824716045980274,0.996229358188514,0.9954734359137446,0.0,S_08_Unilateral_Dictator,S_08,Unilateral_Dictator
