b1,1CC rate,2CC rate,Game 1 rate,C rate,CoopSPE rate,strat,strat_space,transition
1.0,0.007135460865574873,0.017385424595436908,0.48178793849582985,0.07101784618297417,0.0,S_08_Random_Dictator,S_08,Random_Dictator
1.1400000000000001,0.01152474667522168,0.01596963681592663,0.46492597508074207,0.06723495107927308,0.0,S_08_Random_Dictator,S_08,Random_Dictator
1.2800000000000002,0.01563575595736749,0.012883719437394948,0.4931136039060582,0.06577750301293946,0.0,S_08_Random_Dictator,S_08,Random_Dictator
1.4200000000000004,0.022095492416558667,0.011607989771028508,0.5302746007389342,0.07113232449160262,0.0,S_08_Random_Dictator,S_08,Random_Dictator
1.5600000000000005,0.031881387332223,0.01035174089630581,0.5472828592911035,0.08000658791627592,0.0,S_08_Random_Dictator,S_08,Random_Dictator
1.7000000000000006,0.056408779570339775,0.009166346651144446,0.5654636122222235,0.1010015024829091,0.0,S_08_Random_Dictator,S_08,Random_Dictator
1.8400000000000007,0.18529770228512887,0.008926230728214453,0.6407152839635585,0.22443075031431978,0.0,S_08_Random_Dictator,S_08,Random_Dictator
1.9800000000000009,0.5882691805665342,0.005038369261852731,0.81561953493782,0.6087814759635939,0.0,S_08_Random_Dictator,S_08,Random_Dictator
2.120000000000001,0.7702558558784071,0.00409245840077949,0.9031689689256991,0.7838611564771275,0.0,S_08_Random_Dictator,S_08,Random_Dictator
2.260000000000001,0.837263858505322,0.0033356779281057823,0.933603085331086,0.8481124025970842,0.0,S_08_Random_Dictator,S_08,Random_Dictator
2.4000000000000012,0.9396856051829389,0.002203168458424458,0.9771697326391517,0.9451965109182564,0.0,S_08_Random_Dictator,S_08,Random_Dictator
2.5400000000000014,0.9752236568512644,0.002008104500961338,0.9863747488445033,0.9789369281917278,0.0,S_08_Random_Dictator,S_08,Random_Dictator
2.6800000000000015,0.992705612287968,0.0018388445703612052,0.996191048620651,0.9956375792412012,0.0,S_08_Random_Dictator,S_08,Random_Dictator
2.8200000000000016,0.9914778563297924,0.0018859729419562535,0.995883476829566,0.9944599396643493,0.0,S_08_Random_Dictator,S_08,Random_Dictator
2.9600000000000017,0.9940042167686225,0.0018250300712663718,0.997062240706672,0.9968287448477811,0.0,S_08_Random_Dictator,S_08,Random_Dictator
3.100000000000002,0.9937747849852908,0.0017364514646649482,0.997232382878088,0.996523184505156,0.0,S_08_Random_Dictator,S_08,Random_Dictator
