b1,1CC rate,2CC rate,Game 1 rate,C rate,SPE rate,beta,strat,strat_space,transition,N,eps
1.8,0.32769466125376084,0.021110285460978376,0.623706595712366,0.388202696529548,0.21954,1,S_12_EqualSay_G2_Default,S_12,EqualSay_G2_Default,100,0.001
1.8,0.3631912293486912,0.021263734273905936,0.639987465285645,0.42344303329659694,0.24677,1,S_12_EqualSay_G2_Default,S_12,EqualSay_G2_Default,100,0.001
1.8,0.3448733150848951,0.022032123110570206,0.6211969448376009,0.4040926856209532,0.213396,1,S_12_EqualSay_G2_Default,S_12,EqualSay_G2_Default,100,0.001
1.8,0.3197900086346332,0.023555201484942005,0.614592950873238,0.38520191672238513,0.185,1,S_12_EqualSay_G2_Default,S_12,EqualSay_G2_Default,100,0.001
1.8,0.33437685633769126,0.022601507377139552,0.6288979433960447,0.39650288752647167,0.22468,1,S_12_EqualSay_G2_Default,S_12,EqualSay_G2_Default,100,0.001
