b1,1CC rate,2CC rate,Game 1 rate,C rate,SPE rate,eps,strat,strat_space,transition,N,beta
1.8,0.320711986328132,0.025670462661321898,0.6746234525658937,0.38144393135890226,0.0,0.01,S_12_EqualSay_G2_Default,S_12,EqualSay_G2_Default,100,2.0
1.8,0.32488231364568015,0.027168609817583095,0.6752709552672814,0.3862207738740204,0.0,0.01,S_12_EqualSay_G2_Default,S_12,EqualSay_G2_Default,100,2.0
1.8,0.3068692445521732,0.026467234434226956,0.6626114210650761,0.36981846933633583,0.0,0.01,S_12_EqualSay_G2_Default,S_12,EqualSay_G2_Default,100,2.0
1.8,0.3038376575427553,0.02659374155026353,0.6766120446419616,0.3658202784046526,0.0,0.01,S_12_EqualSay_G2_Default,S_12,EqualSay_G2_Default,100,2.0
1.8,0.32164698588497,0.028034335399650077,0.6764718708633721,0.3849104828121584,0.0,0.01,S_12_EqualSay_G2_Default,S_12,EqualSay_G2_Default,100,2.0
