b1,1CC rate,2CC rate,Game 1 rate,C rate,SPE rate,eps,strat,strat_space,transition,N,beta
1.8,0.020355900045629892,0.011119863751646801,0.6457489638881402,0.12789124598615412,0.0,0.1,S_12_EqualSay_G2_Default,S_12,EqualSay_G2_Default,100,2.0
1.8,0.020060568081463084,0.014222941489004888,0.6612087411080345,0.131872437641557,0.0,0.1,S_12_EqualSay_G2_Default,S_12,EqualSay_G2_Default,100,2.0
1.8,0.018780019752807842,0.011139713905014146,0.6624380282148781,0.12541916071899997,0.0,0.1,S_12_EqualSay_G2_Default,S_12,EqualSay_G2_Default,100,2.0
1.8,0.020568689858562788,0.012121550859254418,0.6915927013677877,0.12902280921396997,0.0,0.1,S_12_EqualSay_G2_Default,S_12,EqualSay_G2_Default,100,2.0
1.8,0.01800103680039391,0.011249608754346514,0.6802278382817852,0.12468825206661618,0.0,0.1,S_12_EqualSay_G2_Default,S_12,EqualSay_G2_Default,100,2.0
