b1,1CC rate,2CC rate,Game 1 rate,C rate,SPE rate,eps,strat,strat_space,transition,N,beta
1.8,0.5757844914988228,0.013764798365936214,0.7759192923334487,0.6122862106069403,0.476176,0.001,S_12_EqualSay_G2_Default,S_12,EqualSay_G2_Default,100,2.0
1.8,0.5891540526756145,0.014197452743363778,0.7741516999446568,0.6249590860150162,0.46466,0.001,S_12_EqualSay_G2_Default,S_12,EqualSay_G2_Default,100,2.0
1.8,0.548411223441949,0.014995397204694425,0.7489668891226571,0.5859890146010245,0.430234,0.001,S_12_EqualSay_G2_Default,S_12,EqualSay_G2_Default,100,2.0
1.8,0.5616656787122533,0.014845302734924942,0.7530391326159442,0.6000308829425886,0.449408,0.001,S_12_EqualSay_G2_Default,S_12,EqualSay_G2_Default,100,2.0
1.8,0.5953395253697534,0.014938096366806765,0.7824293772928288,0.6315400466897537,0.492678,0.001,S_12_EqualSay_G2_Default,S_12,EqualSay_G2_Default,100,2.0
